time,vol,seepage
812.0,1.654,4.991359375e-07
816.0,1.6511875,4.904553125000001e-07
820.0,1.648375,4.77434375e-07
824.0,1.6456875,4.6875375e-07
828.0,1.643,4.60073125e-07
832.0,1.6404375,4.5139250000000004e-07
836.0,1.637875,4.42711875e-07
840.0,1.6353125,4.3403125e-07
844.0,1.632875,4.2708675e-07
848.0,1.6304375,4.1970821875e-07
852.0,1.6280625,4.1276371875e-07
856.0,1.6256875,4.0625325e-07
860.0,1.623375,3.9974278125e-07
864.0,1.621125,3.9366634375e-07
868.0,1.618875,3.880239375e-07
872.0,1.6166875,3.8238153125e-07
876.0,1.6145,3.76739125e-07
880.0,1.612375,3.7109671875e-07
884.0,1.61025,3.6588834375e-07
888.0,1.6081875,3.61114e-07
892.0,1.606125,3.5633965625e-07
896.0,1.6040625,3.515653125e-07
900.0,1.6020625,3.4679096875e-07
904.0,1.6000625,3.4201662500000003e-07
908.0,1.598125,3.376763125e-07
912.0,1.5961875,3.33336e-07
916.0,1.5943125,3.289956875e-07
920.0,1.5924375,3.2508940625e-07
924.0,1.5905625,3.2118312500000003e-07
928.0,1.58875,3.1727684375e-07
932.0,1.5869375,3.133705625e-07
936.0,1.5851875,3.098983125e-07
940.0,1.583375,3.0599203125e-07
944.0,1.5816875,3.0251978125e-07
948.0,1.5799375,2.9904753125e-07
952.0,1.57825,2.9557528125e-07
956.0,1.5765,2.9210303125e-07
960.0,1.5748125,2.8863078125e-07
964.0,1.5731875,2.855925625e-07
968.0,1.5715625,2.821203125e-07
972.0,1.5699375,2.7908209375000003e-07
976.0,1.568375,2.76043875e-07
980.0,1.5668125,2.7300565625000003e-07
984.0,1.56525,2.699674375e-07
988.0,1.5636875,2.6692921875e-07
992.0,1.5621875,2.63891e-07
996.0,1.5606875,2.6085278125e-07
1000.0,1.5591875,2.5824859375e-07
1004.0,1.5576875,2.55210375e-07
1008.0,1.5561875,2.526061875e-07
1012.0,1.55475,2.50002e-07
1016.0,1.5533125,2.473978125e-07
1020.0,1.551875,2.4479362500000003e-07
1024.0,1.5505,2.421894375e-07
1028.0,1.549125,2.3958525e-07
1032.0,1.54775,2.369810625e-07
1036.0,1.546375,2.3481090625e-07
1040.0,1.545,2.3220671875e-07
1044.0,1.5436875,2.300365625e-07
1048.0,1.542375,2.2786640625e-07
1052.0,1.541125,2.2526221875e-07
1056.0,1.5398125,2.230920625e-07
1060.0,1.5385625,2.213559375e-07
1064.0,1.5373125,2.1918578125000002e-07
1068.0,1.5360625,2.17015625e-07
1072.0,1.5348125,2.152795e-07
1076.0,1.5335625,2.1310934375e-07
1080.0,1.532375,2.1137321875e-07
1084.0,1.5311875,2.0963709375e-07
1088.0,1.53,2.074669375e-07
1092.0,1.5288125,2.057308125e-07
1096.0,1.527625,2.039946875e-07
1100.0,1.5265,2.022585625e-07
1104.0,1.5253125,2.005224375e-07
1108.0,1.5241875,1.9922034375e-07
1112.0,1.5230625,1.9748421875e-07
1116.0,1.5219375,1.9574809375e-07
1120.0,1.5208125,1.94446e-07
1124.0,1.5196875,1.92709875e-07
1128.0,1.5185625,1.9140778125000002e-07
1132.0,1.5175,1.901056875e-07
1136.0,1.516375,1.883695625e-07
1140.0,1.5153125,1.8706746875e-07
1144.0,1.51425,1.85765375e-07
1148.0,1.5131875,1.8446328125000002e-07
1152.0,1.512125,1.831611875e-07
1156.0,1.5110625,1.8185909375e-07
1160.0,1.5100625,1.80557e-07
1164.0,1.509,1.7925490625e-07
1168.0,1.5079375,1.7795281250000001e-07
1172.0,1.5069375,1.7665071875e-07
1176.0,1.5059375,1.75348625e-07
1180.0,1.5049375,1.7448056250000001e-07
1184.0,1.5039375,1.7317846875e-07
1188.0,1.5029375,1.71876375e-07
1192.0,1.5019375,1.7100831250000001e-07
1196.0,1.5009375,1.6970621875e-07
1200.0,1.5,1.68404125e-07
1204.0,1.499,1.6753606250000001e-07
1208.0,1.4980625,1.6623396874999997e-07
1212.0,1.497125,1.6536590625e-07
1216.0,1.496125,1.6406381250000001e-07
1220.0,1.4951875,1.6319575e-07
1224.0,1.4943125,1.6189365625e-07
1228.0,1.493375,1.6102559375e-07
1232.0,1.4924375,1.597235e-07
1236.0,1.4915625,1.588554375e-07
1240.0,1.490625,1.57987375e-07
1244.0,1.48975,1.5668528125e-07
1248.0,1.4888125,1.5581721875e-07
1252.0,1.4879375,1.5494915625e-07
1256.0,1.4870625,1.5408109375e-07
1260.0,1.4861875,1.52779e-07
1264.0,1.4853125,1.519109375e-07
1268.0,1.4844375,1.51042875e-07
1272.0,1.4835625,1.5017481250000001e-07
1276.0,1.48275,1.4930675e-07
1280.0,1.481875,1.4800465625e-07
1284.0,1.481,1.4713659375e-07
1288.0,1.4801875,1.4626853125e-07
1292.0,1.4793125,1.4540046875e-07
1296.0,1.4785,1.4453240625e-07
1300.0,1.4776875,1.4366434375e-07
1304.0,1.4768125,1.4279628125e-07
1308.0,1.476,1.4192821875e-07
1312.0,1.4751875,1.4106015625e-07
1316.0,1.4744375,1.4019209375e-07
1320.0,1.473625,1.3932403125e-07
1324.0,1.4728125,1.3845596875e-07
1328.0,1.472,1.3758790625e-07
1332.0,1.47125,1.3671984375e-07
1336.0,1.4704375,1.3585178125e-07
1340.0,1.4696875,1.3498371875e-07
1344.0,1.468875,1.3411565625e-07
1348.0,1.468125,1.3324759375e-07
1352.0,1.4673125,1.3281356250000002e-07
1356.0,1.4665625,1.319455e-07
1360.0,1.4658125,1.310774375e-07
1364.0,1.4650625,1.30209375e-07
1368.0,1.4643125,1.2934131250000002e-07
1372.0,1.4635625,1.2847325e-07
1376.0,1.4628125,1.276051875e-07
1380.0,1.462125,1.2717115625e-07
1384.0,1.461375,1.2630309375e-07
1388.0,1.4606875,1.2543503125e-07
1392.0,1.4599375,1.2456696875e-07
1396.0,1.45925,1.241329375e-07
1400.0,1.4585625,1.23264875e-07
1404.0,1.4578125,1.2239681250000002e-07
1408.0,1.457125,1.2152875e-07
1412.0,1.4564375,1.2109471875e-07
1416.0,1.45575,1.2022665625e-07
1420.0,1.4550625,1.1935859375e-07
1424.0,1.454375,1.1849053125e-07
1428.0,1.4536875,1.1805650000000001e-07
1432.0,1.453,1.171884375e-07
1436.0,1.4523125,1.1632037500000001e-07
1440.0,1.4516875,1.1588634375e-07
1444.0,1.451,1.1501828125e-07
1448.0,1.450375,1.1415021875e-07
1452.0,1.4496875,1.137161875e-07
1456.0,1.4490625,1.1284812500000001e-07
1460.0,1.4484375,1.1241409375e-07
1464.0,1.4478125,1.1154603125e-07
1468.0,1.4471875,1.1067796875e-07
1472.0,1.4465625,1.102439375e-07
1476.0,1.4459375,1.09375875e-07
1480.0,1.4453125,1.0894184375e-07
1484.0,1.4446875,1.0807378125e-07
1488.0,1.444125,1.0720571875e-07
1492.0,1.4435,1.067716875e-07
1496.0,1.4429375,1.05903625e-07
1500.0,1.4423125,1.0546959375e-07
1504.0,1.4416875,1.0460153125e-07
1508.0,1.441125,1.041675e-07
1512.0,1.4405625,1.032994375e-07
1516.0,1.4399375,1.0286540625e-07
1520.0,1.439375,1.0199734375e-07
1524.0,1.4388125,1.015633125e-07
1528.0,1.4381875,1.0069525e-07
1532.0,1.437625,1.0026121875e-07
1536.0,1.4370625,9.939315625e-08
1540.0,1.4365,9.8959125e-08
1544.0,1.4359375,9.80910625e-08
1548.0,1.435375,9.765703125e-08
1552.0,1.4348125,9.678896875e-08
1556.0,1.43425,9.63549375e-08
1560.0,1.4336875,9.5486875e-08
1564.0,1.433125,9.505284375e-08
1568.0,1.432625,9.418478125e-08
1572.0,1.4320625,9.331671875e-08
1576.0,1.4315,9.244865625e-08
1580.0,1.431,9.2014625e-08
1584.0,1.4304375,9.11465625e-08
1588.0,1.4299375,9.071253125000002e-08
1592.0,1.4294375,8.984446875e-08
1596.0,1.428875,8.94104375e-08
1600.0,1.428375,8.8542375e-08
