link,best_kge,ifc-hlm,p,product
522855,0.5485443908727651,0.3625874393717503,100.0,s0.04_9
553137,0.4254490022590597,0.27215050457183837,66.66666666666667,s0.04_12
555741,0.28850122730976124,0.014698321557071514,66.66666666666667,s0.04_9
555865,0.274292506077667,0.019750162807686933,100.0,s0.04_9
74725,-0.20586478049668222,-0.39712462782693003,72.72727272727273,s0.02_4
78279,-0.20778903483467492,-0.33286177540684325,100.0,s0.02_4
79118,0.12140168500851867,-0.046306250729927445,100.0,s0.04_12
83159,0.3483835890904732,0.08267720080894447,100.0,s0.04_12
92050,-0.5587750456259455,-0.7047394117002317,100.0,s0.04_12
98104,-0.08528604769445491,-0.2091809405180569,40.0,s0.04_9
